IP,MAC,Role,Purdue Level,Vendor,Device Type,Asset Type,Protocols,Service Ports,Connections,Attack Priority,Auth Observed
10.20.1.67,02:00:00:00:01:56,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.68,02:00:00:00:01:57,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.69,02:00:00:00:01:58,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.70,02:00:00:00:01:59,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.71,02:00:00:00:01:5a,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.72,02:00:00:00:01:5b,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.73,02:00:00:00:01:5c,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.20.1.74,02:00:00:00:01:5d,Enterprise Workstation,4,Unknown,Business Workstation,local,DNS,,0,5,false
10.60.2.1,02:00:00:00:00:7b,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.2,02:00:00:00:00:7c,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.3,02:00:00:00:00:7d,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.4,02:00:00:00:00:7e,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.5,02:00:00:00:00:7f,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.6,02:00:00:00:00:80,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.7,02:00:00:00:00:81,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.8,02:00:00:00:00:82,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.9,02:00:00:00:00:83,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.10,02:00:00:00:00:84,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.11,02:00:00:00:00:85,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.12,02:00:00:00:00:86,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.13,02:00:00:00:00:87,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.14,02:00:00:00:00:88,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.15,02:00:00:00:00:89,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.16,02:00:00:00:00:8a,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.17,02:00:00:00:00:8b,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.18,02:00:00:00:00:8c,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.19,02:00:00:00:00:8d,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.20,02:00:00:00:00:8e,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.21,02:00:00:00:00:8f,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.22,02:00:00:00:00:90,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.23,02:00:00:00:00:91,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.24,02:00:00:00:00:92,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.25,02:00:00:00:00:93,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.26,02:00:00:00:00:94,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.27,02:00:00:00:00:95,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.28,02:00:00:00:00:96,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.29,02:00:00:00:00:97,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.30,02:00:00:00:00:98,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.31,02:00:00:00:00:99,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.32,02:00:00:00:00:9a,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.33,02:00:00:00:00:9b,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.34,02:00:00:00:00:9c,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.35,02:00:00:00:00:9d,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.36,02:00:00:00:00:9e,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.37,02:00:00:00:00:9f,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.60.2.38,02:00:00:00:00:a0,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.1,02:00:00:00:00:a1,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.2,02:00:00:00:00:a2,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.3,02:00:00:00:00:a3,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.4,02:00:00:00:00:a4,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.5,02:00:00:00:00:a5,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.6,02:00:00:00:00:a6,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.7,02:00:00:00:00:a7,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.8,02:00:00:00:00:a8,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.9,02:00:00:00:00:a9,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.10,02:00:00:00:00:aa,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.11,02:00:00:00:00:ab,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.50.4.12,02:00:00:00:00:ac,RTU,2,Unknown,Telemetry RTU,local,Iec104,2404/tcp(IEC 60870-5-104),0,15,false
10.20.4.66,02:00:00:00:01:5e,Engineering Workstation,2,Unknown,Engineering Workstation,local,Modbus TCP; Smb; DNS; Iec61850; S7comm,,0,7,false
10.30.1.5,02:00:00:00:01:60,Supervisory Controller,2,Unknown,Supervisory Controller,local,Smb,445/tcp(SMB),0,5,false
